Params,Total Accuracy,Accuracy per label,Max val list,Max str list,Label str,Total_Accuracy,Accuracy_per_label,Max_val_list,Max_str_list,Label_str,Matrice
"['smooth(3)', 'ORPL(150)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.1457233368532207,"[6.0, 23.0, 2.0, 9.0, 19.0, 53.0, 33.0, 19.0]","[62.0, 47.0, 36.0, 49.0, 26.0, 22.0, 29.0, 43.0]","['caudate', 'caudate', 'putamen', 'caudate', 'caudate', 'GPe', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 17  17   0   0   2 163  38  26]
 [  9  65   0  19   4 135  32  24]
 [ 40  34   9   7  14 104 160  76]
 [ 18  72   0  29   9 165   7  39]
 [  0  16   0   6  16  22  10  16]
 [ 21  13   0  11   0  51   0   1]
 [ 13   9   0   3   1  36  40  21]
 [  6  56   0   4  10 109  20  49]]"
"['smooth(3)', 'ORPL(150)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.26187961985216474,"[7.0, 8.0, 32.0, 31.0, 98.0, 46.0, 49.0, 7.0]","[33.0, 60.0, 36.0, 35.0, 2.0, 49.0, 19.0, 39.0]","['WM', 'STN', 'WM', 'GPi', 'GPe', 'putamen', 'SN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 19  74   1  79  87   0   2   1]
 [ 27  24   1 172  61   0   3   0]
 [ 26   3 142  51 161   0  61   0]
 [ 33 120  14 105  21   1  14  31]
 [  2   0   0   0  84   0   0   0]
 [  0   0   0   2   1  45  48   1]
 [  3   9  23   4   2  20  60   2]
 [ 32  24   8  98  49  15  11  17]]"
"['smooth(3)', 'ORPL(150)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.3167898627243928,"[5.0, 8.0, 40.0, 49.0, 92.0, 98.0, 41.0, 0.0]","[54.0, 50.0, 23.0, 45.0, 5.0, 2.0, 28.0, 39.0]","['STN', 'caudate', 'thalamus', 'caudate', 'STN', 'STN', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 12   0  60 143  22   7   6  13]
 [ 14  22  17  54  33 145   1   2]
 [ 62   0 176  12  22  42  29 101]
 [  5   1   0 165   0 152   1  15]
 [  3   0   0   4  79   0   0   0]
 [  0   0   0   2   0  95   0   0]
 [ 12   0   6  16   0  34  51   4]
 [  9  21   0  85  25  99  15   0]]"
"['smooth(3)', 'ORPL(150)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.1457233368532207,"[6.0, 23.0, 2.0, 9.0, 19.0, 53.0, 33.0, 19.0]","[62.0, 47.0, 36.0, 49.0, 26.0, 22.0, 29.0, 43.0]","['caudate', 'caudate', 'putamen', 'caudate', 'caudate', 'GPe', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 17  17   0   0   2 163  38  26]
 [  9  65   0  19   4 135  32  24]
 [ 40  34   9   7  14 104 160  76]
 [ 18  72   0  29   9 165   7  39]
 [  0  16   0   6  16  22  10  16]
 [ 21  13   0  11   0  51   0   1]
 [ 13   9   0   3   1  36  40  21]
 [  6  56   0   4  10 109  20  49]]"
"['smooth(3)', 'ORPL(150)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.26187961985216474,"[7.0, 8.0, 32.0, 31.0, 98.0, 46.0, 49.0, 7.0]","[33.0, 60.0, 36.0, 35.0, 2.0, 49.0, 19.0, 39.0]","['WM', 'STN', 'WM', 'GPi', 'GPe', 'putamen', 'SN', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 19  74   1  79  87   0   2   1]
 [ 27  24   1 172  61   0   3   0]
 [ 26   3 142  51 161   0  61   0]
 [ 33 120  14 105  21   1  14  31]
 [  2   0   0   0  84   0   0   0]
 [  0   0   0   2   1  45  48   1]
 [  3   9  23   4   2  20  60   2]
 [ 32  24   8  98  49  15  11  17]]"
"['smooth(7)', 'ORPL(30)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.26187961985216474,"[44.0, 17.0, 13.0, 14.0, 100.0, 78.0, 51.0, 0.0]","[31.0, 26.0, 48.0, 34.0, 0.0, 21.0, 25.0, 36.0]","['WM', 'GPe', 'GPe', 'GPe', 'GPe', 'putamen', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[116  45   0   0  82   2  18   0]
 [ 74  50   0  51  75  37   1   0]
 [212  21  58   1 123  16  13   0]
 [115  61   0  47  22  56  38   0]
 [  0   0   0   0  86   0   0   0]
 [  0   1   0   0   0  76  20   0]
 [ 29   0   0   0   0  31  63   0]
 [ 91   4   0   5  52  89  13   0]]"
"['smooth(7)', 'ORPL(30)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.17898627243928195,"[4.0, 22.0, 0.0, 28.0, 10.0, 30.0, 96.0, 6.0]","[87.0, 41.0, 89.0, 35.0, 44.0, 46.0, 2.0, 48.0]","['putamen', 'STN', 'putamen', 'putamen', 'putamen', 'putamen', 'STN', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10   9   0   8   0   6 230   0]
 [  0  63   0 119   0   3 103   0]
 [  0  25   0  11   1  12 395   0]
 [  0 106   0  96   1  18 118   0]
 [  0  29   0  10   9   0  38   0]
 [  0   8   0  15   0  29  45   0]
 [  0   0   0   3   0   2 118   0]
 [  0  89   0  11   3  14 123  14]]"
"['smooth(7)', 'ORPL(30)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.19482576557550157,"[45.0, 9.0, 7.0, 7.0, 100.0, 44.0, 14.0, 9.0]","[38.0, 41.0, 49.0, 48.0, 0.0, 16.0, 41.0, 33.0]","['WM', 'GPe', 'WM', 'GPe', 'GPe', 'putamen', 'GPe', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[118  31   0  12 101   0   1   0]
 [117  25   0  41  83   9   1  12]
 [155  15  32  13 218   6   4   1]
 [162  38   0  25  65  20  24   5]
 [  0   0   0   0  86   0   0   0]
 [ 11   6   0   3   5  43  16  13]
 [ 50   1   0  16   9  27  17   3]
 [ 84  16   0  21  75  34   1  23]]"
"['smooth(7)', 'ORPL(30)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.26187961985216474,"[44.0, 17.0, 13.0, 14.0, 100.0, 78.0, 51.0, 0.0]","[31.0, 26.0, 48.0, 34.0, 0.0, 21.0, 25.0, 36.0]","['WM', 'GPe', 'GPe', 'GPe', 'GPe', 'putamen', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[116  45   0   0  82   2  18   0]
 [ 74  50   0  51  75  37   1   0]
 [212  21  58   1 123  16  13   0]
 [115  61   0  47  22  56  38   0]
 [  0   0   0   0  86   0   0   0]
 [  0   1   0   0   0  76  20   0]
 [ 29   0   0   0   0  31  63   0]
 [ 91   4   0   5  52  89  13   0]]"
"['smooth(7)', 'ORPL(30)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.17898627243928195,"[4.0, 22.0, 0.0, 28.0, 10.0, 30.0, 96.0, 6.0]","[87.0, 41.0, 89.0, 35.0, 44.0, 46.0, 2.0, 48.0]","['putamen', 'STN', 'putamen', 'putamen', 'putamen', 'putamen', 'STN', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10   9   0   8   0   6 230   0]
 [  0  63   0 119   0   3 103   0]
 [  0  25   0  11   1  12 395   0]
 [  0 106   0  96   1  18 118   0]
 [  0  29   0  10   9   0  38   0]
 [  0   8   0  15   0  29  45   0]
 [  0   0   0   3   0   2 118   0]
 [  0  89   0  11   3  14 123  14]]"
"['smooth(7)', 'ORPL(30)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.19482576557550157,"[45.0, 9.0, 7.0, 7.0, 100.0, 44.0, 14.0, 9.0]","[38.0, 41.0, 49.0, 48.0, 0.0, 16.0, 41.0, 33.0]","['WM', 'GPe', 'WM', 'GPe', 'GPe', 'putamen', 'GPe', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[118  31   0  12 101   0   1   0]
 [117  25   0  41  83   9   1  12]
 [155  15  32  13 218   6   4   1]
 [162  38   0  25  65  20  24   5]
 [  0   0   0   0  86   0   0   0]
 [ 11   6   0   3   5  43  16  13]
 [ 50   1   0  16   9  27  17   3]
 [ 84  16   0  21  75  34   1  23]]"
"['smooth(7)', 'ORPL(30)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.26187961985216474,"[44.0, 17.0, 13.0, 14.0, 100.0, 78.0, 51.0, 0.0]","[31.0, 26.0, 48.0, 34.0, 0.0, 21.0, 25.0, 36.0]","['WM', 'GPe', 'GPe', 'GPe', 'GPe', 'putamen', 'caudate', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[116  45   0   0  82   2  18   0]
 [ 74  50   0  51  75  37   1   0]
 [212  21  58   1 123  16  13   0]
 [115  61   0  47  22  56  38   0]
 [  0   0   0   0  86   0   0   0]
 [  0   1   0   0   0  76  20   0]
 [ 29   0   0   0   0  31  63   0]
 [ 91   4   0   5  52  89  13   0]]"
"['smooth(7)', 'ORPL(30)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.17898627243928195,"[4.0, 22.0, 0.0, 28.0, 10.0, 30.0, 96.0, 6.0]","[87.0, 41.0, 89.0, 35.0, 44.0, 46.0, 2.0, 48.0]","['putamen', 'STN', 'putamen', 'putamen', 'putamen', 'putamen', 'STN', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10   9   0   8   0   6 230   0]
 [  0  63   0 119   0   3 103   0]
 [  0  25   0  11   1  12 395   0]
 [  0 106   0  96   1  18 118   0]
 [  0  29   0  10   9   0  38   0]
 [  0   8   0  15   0  29  45   0]
 [  0   0   0   3   0   2 118   0]
 [  0  89   0  11   3  14 123  14]]"
"['smooth(7)', 'ORPL(30)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.19482576557550157,"[45.0, 9.0, 7.0, 7.0, 100.0, 44.0, 14.0, 9.0]","[38.0, 41.0, 49.0, 48.0, 0.0, 16.0, 41.0, 33.0]","['WM', 'GPe', 'WM', 'GPe', 'GPe', 'putamen', 'GPe', 'GPe']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[118  31   0  12 101   0   1   0]
 [117  25   0  41  83   9   1  12]
 [155  15  32  13 218   6   4   1]
 [162  38   0  25  65  20  24   5]
 [  0   0   0   0  86   0   0   0]
 [ 11   6   0   3   5  43  16  13]
 [ 50   1   0  16   9  27  17   3]
 [ 84  16   0  21  75  34   1  23]]"
"['smooth(7)', 'ORPL(70)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.30834213305174235,"[14.0, 15.0, 31.0, 44.0, 100.0, 87.0, 37.0, 0.0]","[31.0, 27.0, 39.0, 27.0, 0.0, 6.0, 30.0, 39.0]","['GPi', 'caudate', 'GPe', 'caudate', 'GPe', 'STN', 'GPe', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37  81  17  47  74   4   3   0]
 [ 24  43   1  70  71  78   0   1]
 [174  13 139  11  77  26   4   0]
 [ 37  36   0 149  19  90   8   0]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   6   0  84   6   1]
 [ 37   0   0   4   0  34  46   2]
 [ 76   3   1   4  61  98  11   0]]"
"['smooth(7)', 'ORPL(70)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.2074973600844773,"[10.0, 15.0, 1.0, 59.0, 30.0, 51.0, 13.0, 11.0]","[56.0, 52.0, 31.0, 29.0, 45.0, 37.0, 29.0, 36.0]","['caudate', 'STN', 'putamen', 'caudate', 'STN', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 27   0   0  31  32 147  24   2]
 [  6  44   0 150   8  63  17   0]
 [ 42   0   3  56 106  95 139   3]
 [  0   6   0 200  33 100   0   0]
 [  0   1   0  39  26  11   8   1]
 [  7   2   0  36   3  49   0   0]
 [ 17   0  12  10  32  36  16   0]
 [  2   0   0  92  32  91   9  28]]"
"['smooth(7)', 'ORPL(70)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.20116156282998943,"[14.0, 9.0, 26.0, 17.0, 100.0, 58.0, 2.0, 1.0]","[35.0, 43.0, 42.0, 28.0, 0.0, 18.0, 44.0, 29.0]","['WM', 'STN', 'WM', 'GPe', 'GPe', 'STN', 'caudate', 'WM']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37  37  12  82  92   3   0   0]
 [ 36  25   4 123  90  10   0   0]
 [ 85   5 115  25 188  23   3   0]
 [ 95  84  12  57  61  29   1   0]
 [  0   0   0   0  86   0   0   0]
 [  0   2   1  17   5  56  15   1]
 [  8   2  32  19   6  54   2   0]
 [ 46  24   7  62  74  38   0   3]]"
"['smooth(7)', 'ORPL(70)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.30834213305174235,"[14.0, 15.0, 31.0, 44.0, 100.0, 87.0, 37.0, 0.0]","[31.0, 27.0, 39.0, 27.0, 0.0, 6.0, 30.0, 39.0]","['GPi', 'caudate', 'GPe', 'caudate', 'GPe', 'STN', 'GPe', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37  81  17  47  74   4   3   0]
 [ 24  43   1  70  71  78   0   1]
 [174  13 139  11  77  26   4   0]
 [ 37  36   0 149  19  90   8   0]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   6   0  84   6   1]
 [ 37   0   0   4   0  34  46   2]
 [ 76   3   1   4  61  98  11   0]]"
"['smooth(7)', 'ORPL(70)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.2074973600844773,"[10.0, 15.0, 1.0, 59.0, 30.0, 51.0, 13.0, 11.0]","[56.0, 52.0, 31.0, 29.0, 45.0, 37.0, 29.0, 36.0]","['caudate', 'STN', 'putamen', 'caudate', 'STN', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 27   0   0  31  32 147  24   2]
 [  6  44   0 150   8  63  17   0]
 [ 42   0   3  56 106  95 139   3]
 [  0   6   0 200  33 100   0   0]
 [  0   1   0  39  26  11   8   1]
 [  7   2   0  36   3  49   0   0]
 [ 17   0  12  10  32  36  16   0]
 [  2   0   0  92  32  91   9  28]]"
"['smooth(7)', 'ORPL(70)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.20116156282998943,"[14.0, 9.0, 26.0, 17.0, 100.0, 58.0, 2.0, 1.0]","[35.0, 43.0, 42.0, 28.0, 0.0, 18.0, 44.0, 29.0]","['WM', 'STN', 'WM', 'GPe', 'GPe', 'STN', 'caudate', 'WM']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37  37  12  82  92   3   0   0]
 [ 36  25   4 123  90  10   0   0]
 [ 85   5 115  25 188  23   3   0]
 [ 95  84  12  57  61  29   1   0]
 [  0   0   0   0  86   0   0   0]
 [  0   2   1  17   5  56  15   1]
 [  8   2  32  19   6  54   2   0]
 [ 46  24   7  62  74  38   0   3]]"
"['smooth(7)', 'ORPL(70)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.30834213305174235,"[14.0, 15.0, 31.0, 44.0, 100.0, 87.0, 37.0, 0.0]","[31.0, 27.0, 39.0, 27.0, 0.0, 6.0, 30.0, 39.0]","['GPi', 'caudate', 'GPe', 'caudate', 'GPe', 'STN', 'GPe', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37  81  17  47  74   4   3   0]
 [ 24  43   1  70  71  78   0   1]
 [174  13 139  11  77  26   4   0]
 [ 37  36   0 149  19  90   8   0]
 [  0   0   0   0  86   0   0   0]
 [  0   0   0   6   0  84   6   1]
 [ 37   0   0   4   0  34  46   2]
 [ 76   3   1   4  61  98  11   0]]"
"['smooth(7)', 'ORPL(70)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.2074973600844773,"[10.0, 15.0, 1.0, 59.0, 30.0, 51.0, 13.0, 11.0]","[56.0, 52.0, 31.0, 29.0, 45.0, 37.0, 29.0, 36.0]","['caudate', 'STN', 'putamen', 'caudate', 'STN', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 27   0   0  31  32 147  24   2]
 [  6  44   0 150   8  63  17   0]
 [ 42   0   3  56 106  95 139   3]
 [  0   6   0 200  33 100   0   0]
 [  0   1   0  39  26  11   8   1]
 [  7   2   0  36   3  49   0   0]
 [ 17   0  12  10  32  36  16   0]
 [  2   0   0  92  32  91   9  28]]"
"['smooth(7)', 'ORPL(70)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.20116156282998943,"[14.0, 9.0, 26.0, 17.0, 100.0, 58.0, 2.0, 1.0]","[35.0, 43.0, 42.0, 28.0, 0.0, 18.0, 44.0, 29.0]","['WM', 'STN', 'WM', 'GPe', 'GPe', 'STN', 'caudate', 'WM']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 37  37  12  82  92   3   0   0]
 [ 36  25   4 123  90  10   0   0]
 [ 85   5 115  25 188  23   3   0]
 [ 95  84  12  57  61  29   1   0]
 [  0   0   0   0  86   0   0   0]
 [  0   2   1  17   5  56  15   1]
 [  8   2  32  19   6  54   2   0]
 [ 46  24   7  62  74  38   0   3]]"
"['smooth(7)', 'ORPL(150)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.30464625131995776,"[5.0, 7.0, 35.0, 50.0, 94.0, 99.0, 36.0, 0.0]","[55.0, 46.0, 25.0, 42.0, 3.0, 1.0, 28.0, 41.0]","['STN', 'caudate', 'thalamus', 'caudate', 'STN', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 12   2  54 144  25   7   5  14]
 [ 15  21  13  67  35 132   1   4]
 [ 59   0 154  15  29  44  32 111]
 [  5   1   0 169   0 144   1  19]
 [  2   0   0   3  81   0   0   0]
 [  0   0   0   1   0  96   0   0]
 [ 22   0   0  18   0  34  44   5]
 [  8  20   0 103  11  99  13   0]]"
"['smooth(7)', 'ORPL(150)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.14889123548046462,"[8.0, 15.0, 2.0, 19.0, 12.0, 54.0, 24.0, 19.0]","[55.0, 28.0, 30.0, 33.0, 28.0, 24.0, 30.0, 34.0]","['caudate', 'caudate', 'putamen', 'caudate', 'thalamus', 'STN', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 22  16   1   3   1 145  39  36]
 [  9  43   1  78   5  82  30  40]
 [ 34  26  11  12  13  98 135 115]
 [ 22  75   0  66   9 113   3  51]
 [  1  20   0   7  10  16   8  24]
 [ 18   2   0  23   0  52   0   2]
 [ 14   7   0   4   1  37  29  31]
 [ 16  45   0  26  17  86  15  49]]"
"['smooth(7)', 'ORPL(150)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.26874340021119325,"[4.0, 5.0, 24.0, 58.0, 97.0, 79.0, 12.0, 2.0]","[62.0, 66.0, 39.0, 12.0, 3.0, 19.0, 54.0, 53.0]","['STN', 'STN', 'WM', 'GPi', 'GPe', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10   1  10 163  77   0   2   0]
 [ 17  15   1 191  56   5   0   3]
 [ 28   1 107  74 172  17  43   2]
 [ 17  42   8 196  30  12  16  18]
 [  3   0   0   0  83   0   0   0]
 [  0   0   0   2   0  77  18   0]
 [  3   4  20  12   3  66  15   0]
 [ 23   9  12 134  29  41   0   6]]"
"['smooth(7)', 'ORPL(150)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.30464625131995776,"[5.0, 7.0, 35.0, 50.0, 94.0, 99.0, 36.0, 0.0]","[55.0, 46.0, 25.0, 42.0, 3.0, 1.0, 28.0, 41.0]","['STN', 'caudate', 'thalamus', 'caudate', 'STN', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 12   2  54 144  25   7   5  14]
 [ 15  21  13  67  35 132   1   4]
 [ 59   0 154  15  29  44  32 111]
 [  5   1   0 169   0 144   1  19]
 [  2   0   0   3  81   0   0   0]
 [  0   0   0   1   0  96   0   0]
 [ 22   0   0  18   0  34  44   5]
 [  8  20   0 103  11  99  13   0]]"
"['smooth(7)', 'ORPL(150)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.14889123548046462,"[8.0, 15.0, 2.0, 19.0, 12.0, 54.0, 24.0, 19.0]","[55.0, 28.0, 30.0, 33.0, 28.0, 24.0, 30.0, 34.0]","['caudate', 'caudate', 'putamen', 'caudate', 'thalamus', 'STN', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 22  16   1   3   1 145  39  36]
 [  9  43   1  78   5  82  30  40]
 [ 34  26  11  12  13  98 135 115]
 [ 22  75   0  66   9 113   3  51]
 [  1  20   0   7  10  16   8  24]
 [ 18   2   0  23   0  52   0   2]
 [ 14   7   0   4   1  37  29  31]
 [ 16  45   0  26  17  86  15  49]]"
"['smooth(7)', 'ORPL(150)', 'PCA(3)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.26874340021119325,"[4.0, 5.0, 24.0, 58.0, 97.0, 79.0, 12.0, 2.0]","[62.0, 66.0, 39.0, 12.0, 3.0, 19.0, 54.0, 53.0]","['STN', 'STN', 'WM', 'GPi', 'GPe', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10   1  10 163  77   0   2   0]
 [ 17  15   1 191  56   5   0   3]
 [ 28   1 107  74 172  17  43   2]
 [ 17  42   8 196  30  12  16  18]
 [  3   0   0   0  83   0   0   0]
 [  0   0   0   2   0  77  18   0]
 [  3   4  20  12   3  66  15   0]
 [ 23   9  12 134  29  41   0   6]]"
"['smooth(7)', 'ORPL(150)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.30464625131995776,"[5.0, 7.0, 35.0, 50.0, 94.0, 99.0, 36.0, 0.0]","[55.0, 46.0, 25.0, 42.0, 3.0, 1.0, 28.0, 41.0]","['STN', 'caudate', 'thalamus', 'caudate', 'STN', 'STN', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 12   2  54 144  25   7   5  14]
 [ 15  21  13  67  35 132   1   4]
 [ 59   0 154  15  29  44  32 111]
 [  5   1   0 169   0 144   1  19]
 [  2   0   0   3  81   0   0   0]
 [  0   0   0   1   0  96   0   0]
 [ 22   0   0  18   0  34  44   5]
 [  8  20   0 103  11  99  13   0]]"
"['smooth(7)', 'ORPL(150)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.14889123548046462,"[8.0, 15.0, 2.0, 19.0, 12.0, 54.0, 24.0, 19.0]","[55.0, 28.0, 30.0, 33.0, 28.0, 24.0, 30.0, 34.0]","['caudate', 'caudate', 'putamen', 'caudate', 'thalamus', 'STN', 'caudate', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 22  16   1   3   1 145  39  36]
 [  9  43   1  78   5  82  30  40]
 [ 34  26  11  12  13  98 135 115]
 [ 22  75   0  66   9 113   3  51]
 [  1  20   0   7  10  16   8  24]
 [ 18   2   0  23   0  52   0   2]
 [ 14   7   0   4   1  37  29  31]
 [ 16  45   0  26  17  86  15  49]]"
"['smooth(7)', 'ORPL(150)', 'PCA(8)', 'Prob classifier()', 'Normalized', 'High Wavenumbers']",,,,,,0.26874340021119325,"[4.0, 5.0, 24.0, 58.0, 97.0, 79.0, 12.0, 2.0]","[62.0, 66.0, 39.0, 12.0, 3.0, 19.0, 54.0, 53.0]","['STN', 'STN', 'WM', 'GPi', 'GPe', 'putamen', 'caudate', 'STN']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 10   1  10 163  77   0   2   0]
 [ 17  15   1 191  56   5   0   3]
 [ 28   1 107  74 172  17  43   2]
 [ 17  42   8 196  30  12  16  18]
 [  3   0   0   0  83   0   0   0]
 [  0   0   0   2   0  77  18   0]
 [  3   4  20  12   3  66  15   0]
 [ 23   9  12 134  29  41   0   6]]"
"['smooth(11)', 'ORPL(30)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'FingerPrint']",,,,,,0.23812038014783526,"[43.0, 20.0, 9.0, 11.0, 100.0, 76.0, 35.0, 0.0]","[39.0, 30.0, 46.0, 39.0, 0.0, 15.0, 38.0, 33.0]","['WM', 'WM', 'GPe', 'GPe', 'GPe', 'putamen', 'GPe', 'caudate']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[113  40   0   1 102   1   6   0]
 [ 78  59   0  43  87  21   0   0]
 [203  23  39   4 162   9   4   0]
 [131  54   0  37  39  53  25   0]
 [  0   0   0   0  86   0   0   0]
 [  0   3   0   5   0  74  15   0]
 [ 47   0   0   0   1  32  43   0]
 [ 75   8   0   6  77  83   5   0]]"
"['smooth(11)', 'ORPL(30)', 'PCA(1)', 'Prob classifier()', 'Normalized', 'No Raman Region']",,,,,,0.1795142555438226,"[6.0, 15.0, 0.0, 26.0, 7.0, 64.0, 88.0, 6.0]","[47.0, 45.0, 79.0, 36.0, 31.0, 27.0, 11.0, 30.0]","['putamen', 'STN', 'putamen', 'caudate', 'GPi', 'putamen', 'caudate', 'putamen']","['GPe', 'GPi', 'SN', 'STN', 'WM', 'caudate', 'putamen', 'thalamus']","[[ 17   7   0   4   0 111 124   0]
 [  1  43   0 129   0  65  50   0]
 [  8  17   0  12   0  54 352   1]
 [  0  90   0  89   0 121  39   0]
 [  0  27   0  12   6  15  26   0]
 [  0   1   0   8   0  62  26   0]
 [  0   0   0   1   0  14 108   0]
 [  5  74   0  30   0  53  77  15]]"
